Datum;Uhrzeit;8:00 Uhr Prognose [MW];Online Hochrechnung [MW]
09.07.2016;16:15 - 16:30;786;822
09.07.2016;16:30 - 16:45;778;867
09.07.2016;16:45 - 17:00;771;843
09.07.2016;17:00 - 17:15;764;862
09.07.2016;17:15 - 17:30;734;817
09.07.2016;17:30 - 17:45;702;787
09.07.2016;17:45 - 18:00;670;687
09.07.2016;18:00 - 18:15;640;613
09.07.2016;18:15 - 18:30;610;569
09.07.2016;18:30 - 18:45;580;525
09.07.2016;18:45 - 19:00;551;463
09.07.2016;19:00 - 19:15;522;401
09.07.2016;19:15 - 19:30;486;361
09.07.2016;19:30 - 19:45;449;339
09.07.2016;19:45 - 20:00;413;306
09.07.2016;20:00 - 20:15;380;278
09.07.2016;20:15 - 20:30;398;270
09.07.2016;20:30 - 20:45;420;272
09.07.2016;20:45 - 21:00;440;276
09.07.2016;21:00 - 21:15;462;320
09.07.2016;21:15 - 21:30;494;375
09.07.2016;21:30 - 21:45;528;415
09.07.2016;21:45 - 22:00;564;467
09.07.2016;22:00 - 22:15;598;514
09.07.2016;22:15 - 22:30;642;572
09.07.2016;22:30 - 22:45;685;610
09.07.2016;22:45 - 23:00;729;644
09.07.2016;23:00 - 23:15;774;689
09.07.2016;23:15 - 23:30;809;730
09.07.2016;23:30 - 23:45;844;764
09.07.2016;23:45 - 00:00;878;813
10.07.2016;00:00 - 00:15;961;846
10.07.2016;00:15 - 00:30;974;861
10.07.2016;00:30 - 00:45;988;865
10.07.2016;00:45 - 01:00;1001;870
10.07.2016;01:00 - 01:15;1012;873
10.07.2016;01:15 - 01:30;1025;892
10.07.2016;01:30 - 01:45;1038;857
10.07.2016;01:45 - 02:00;1051;867
10.07.2016;02:00 - 02:15;1063;856
10.07.2016;02:15 - 02:30;1057;868
10.07.2016;02:30 - 02:45;1050;855
10.07.2016;02:45 - 03:00;1044;824
10.07.2016;03:00 - 03:15;1036;800
10.07.2016;03:15 - 03:30;1026;783
10.07.2016;03:30 - 03:45;1017;771
10.07.2016;03:45 - 04:00;1007;760
10.07.2016;04:00 - 04:15;997;778
10.07.2016;04:15 - 04:30;990;775
10.07.2016;04:30 - 04:45;983;798
10.07.2016;04:45 - 05:00;977;791
10.07.2016;05:00 - 05:15;969;774
10.07.2016;05:15 - 05:30;949;767
10.07.2016;05:30 - 05:45;928;762
10.07.2016;05:45 - 06:00;907;745
10.07.2016;06:00 - 06:15;886;730
10.07.2016;06:15 - 06:30;868;716
10.07.2016;06:30 - 06:45;852;717
10.07.2016;06:45 - 07:00;835;705
10.07.2016;07:00 - 07:15;817;691
10.07.2016;07:15 - 07:30;792;658
10.07.2016;07:30 - 07:45;766;612
10.07.2016;07:45 - 08:00;737;570
10.07.2016;08:00 - 08:15;710;498
10.07.2016;08:15 - 08:30;690;445
10.07.2016;08:30 - 08:45;670;418
10.07.2016;08:45 - 09:00;650;397
10.07.2016;09:00 - 09:15;631;416
10.07.2016;09:15 - 09:30;621;410
10.07.2016;09:30 - 09:45;612;427
10.07.2016;09:45 - 10:00;604;453
10.07.2016;10:00 - 10:15;595;530
10.07.2016;10:15 - 10:30;596;565
10.07.2016;10:30 - 10:45;597;613
10.07.2016;10:45 - 11:00;599;675
10.07.2016;11:00 - 11:15;601;734
10.07.2016;11:15 - 11:30;644;794
10.07.2016;11:30 - 11:45;688;908
10.07.2016;11:45 - 12:00;732;954
10.07.2016;12:00 - 12:15;774;1004
10.07.2016;12:15 - 12:30;816;1073
10.07.2016;12:30 - 12:45;857;1132
10.07.2016;12:45 - 13:00;899;1128
10.07.2016;13:00 - 13:15;939;1132
10.07.2016;13:15 - 13:30;981;1168
10.07.2016;13:30 - 13:45;1023;1247
10.07.2016;13:45 - 14:00;1066;1307
10.07.2016;14:00 - 14:15;1104;1313
10.07.2016;14:15 - 14:30;1117;1303
10.07.2016;14:30 - 14:45;1131;1361
10.07.2016;14:45 - 15:00;1147;1424
10.07.2016;15:00 - 15:15;1166;1438
10.07.2016;15:15 - 15:30;1176;1449
10.07.2016;15:30 - 15:45;1185;1549
10.07.2016;15:45 - 16:00;1195;1518
10.07.2016;16:00 - 16:15;1205;1566
10.07.2016;16:15 - 16:30;1205;1635
10.07.2016;16:30 - 16:45;1204;1636
10.07.2016;16:45 - 17:00;1204;1643
10.07.2016;17:00 - 17:15;1203;1622
10.07.2016;17:15 - 17:30;1178;1634
10.07.2016;17:30 - 17:45;1149;1573
10.07.2016;17:45 - 18:00;1120;1489
10.07.2016;18:00 - 18:15;1091;1426
10.07.2016;18:15 - 18:30;1049;1406
10.07.2016;18:30 - 18:45;1004;1336
10.07.2016;18:45 - 19:00;955;1197
10.07.2016;19:00 - 19:15;910;1097
10.07.2016;19:15 - 19:30;871;1004
10.07.2016;19:30 - 19:45;829;946
10.07.2016;19:45 - 20:00;789;879
10.07.2016;20:00 - 20:15;752;861
10.07.2016;20:15 - 20:30;770;843
10.07.2016;20:30 - 20:45;791;851
10.07.2016;20:45 - 21:00;813;919
10.07.2016;21:00 - 21:15;842;966
10.07.2016;21:15 - 21:30;877;1083
10.07.2016;21:30 - 21:45;910;1196
10.07.2016;21:45 - 22:00;942;1203
10.07.2016;22:00 - 22:15;973;1152
10.07.2016;22:15 - 22:30;1009;1194
10.07.2016;22:30 - 22:45;1048;1217
10.07.2016;22:45 - 23:00;1084;1253
10.07.2016;23:00 - 23:15;1116;1265
10.07.2016;23:15 - 23:30;1107;1285
10.07.2016;23:30 - 23:45;1097;1331
10.07.2016;23:45 - 00:00;1090;1285
11.07.2016;00:00 - 00:15;1244;1321
11.07.2016;00:15 - 00:30;1252;1296
11.07.2016;00:30 - 00:45;1259;1274
11.07.2016;00:45 - 01:00;1268;1255
11.07.2016;01:00 - 01:15;1270;1244
11.07.2016;01:15 - 01:30;1288;1255
11.07.2016;01:30 - 01:45;1306;1210
11.07.2016;01:45 - 02:00;1325;1229
11.07.2016;02:00 - 02:15;1341;1288
11.07.2016;02:15 - 02:30;1355;1332
11.07.2016;02:30 - 02:45;1369;1311
11.07.2016;02:45 - 03:00;1383;1300
11.07.2016;03:00 - 03:15;1394;1296
11.07.2016;03:15 - 03:30;1404;1268
11.07.2016;03:30 - 03:45;1415;1245
11.07.2016;03:45 - 04:00;1426;1236
11.07.2016;04:00 - 04:15;1438;1175
11.07.2016;04:15 - 04:30;1441;1225
11.07.2016;04:30 - 04:45;1444;1242
11.07.2016;04:45 - 05:00;1448;1210
11.07.2016;05:00 - 05:15;1451;1229
11.07.2016;05:15 - 05:30;1451;1267
11.07.2016;05:30 - 05:45;1451;1316
11.07.2016;05:45 - 06:00;1452;1363
11.07.2016;06:00 - 06:15;1457;1406
11.07.2016;06:15 - 06:30;1452;1438
11.07.2016;06:30 - 06:45;1448;1414
11.07.2016;06:45 - 07:00;1444;1350
11.07.2016;07:00 - 07:15;1438;1362
11.07.2016;07:15 - 07:30;1430;1324
11.07.2016;07:30 - 07:45;1424;1369
11.07.2016;07:45 - 08:00;1418;1364
11.07.2016;08:00 - 08:15;1411;1444
11.07.2016;08:15 - 08:30;1453;1564
11.07.2016;08:30 - 08:45;1493;1690
11.07.2016;08:45 - 09:00;1531;1819
11.07.2016;09:00 - 09:15;1573;1894
11.07.2016;09:15 - 09:30;1644;2098
11.07.2016;09:30 - 09:45;1720;2233
11.07.2016;09:45 - 10:00;1797;2261
11.07.2016;10:00 - 10:15;1896;2352
11.07.2016;10:15 - 10:30;2004;2419
11.07.2016;10:30 - 10:45;2100;2555
11.07.2016;10:45 - 11:00;2191;2685
11.07.2016;11:00 - 11:15;2285;2846
11.07.2016;11:15 - 11:30;2360;2831
11.07.2016;11:30 - 11:45;2439;3055
11.07.2016;11:45 - 12:00;2529;3119
11.07.2016;12:00 - 12:15;2609;3087
11.07.2016;12:15 - 12:30;2666;3240
11.07.2016;12:30 - 12:45;2722;3210
11.07.2016;12:45 - 13:00;2772;3104
11.07.2016;13:00 - 13:15;2828;3289
11.07.2016;13:15 - 13:30;2871;3357
11.07.2016;13:30 - 13:45;2914;3345
11.07.2016;13:45 - 14:00;2956;3444
11.07.2016;14:00 - 14:15;2994;3319
11.07.2016;14:15 - 14:30;3008;3139
11.07.2016;14:30 - 14:45;3023;3161
11.07.2016;14:45 - 15:00;3038;3145
11.07.2016;15:00 - 15:15;3049;3163
11.07.2016;15:15 - 15:30;3058;3148
11.07.2016;15:30 - 15:45;3068;3187
11.07.2016;15:45 - 16:00;3076;3287
11.07.2016;16:00 - 16:15;3084;3237
11.07.2016;16:15 - 16:30;3061;3239
11.07.2016;16:30 - 16:45;3037;3043
11.07.2016;16:45 - 17:00;3013;3095
11.07.2016;17:00 - 17:15;2989;3106
11.07.2016;17:15 - 17:30;2938;3138
11.07.2016;17:30 - 17:45;2884;3121
11.07.2016;17:45 - 18:00;2830;2945
11.07.2016;18:00 - 18:15;2779;2858
11.07.2016;18:15 - 18:30;2709;2776
11.07.2016;18:30 - 18:45;2637;2690
11.07.2016;18:45 - 19:00;2564;2571
11.07.2016;19:00 - 19:15;2493;2576
11.07.2016;19:15 - 19:30;2386;2331
11.07.2016;19:30 - 19:45;2255;2185
11.07.2016;19:45 - 20:00;2127;2007
11.07.2016;20:00 - 20:15;2012;1890
11.07.2016;20:15 - 20:30;1950;1777
11.07.2016;20:30 - 20:45;1887;1578
11.07.2016;20:45 - 21:00;1824;1451
11.07.2016;21:00 - 21:15;1776;1427
11.07.2016;21:15 - 21:30;1727;1421
11.07.2016;21:30 - 21:45;1677;1385
11.07.2016;21:45 - 22:00;1627;1363
11.07.2016;22:00 - 22:15;1578;1337
11.07.2016;22:15 - 22:30;1551;1316
11.07.2016;22:30 - 22:45;1523;1303
11.07.2016;22:45 - 23:00;1496;1328
11.07.2016;23:00 - 23:15;1468;1388
11.07.2016;23:15 - 23:30;1464;1370
11.07.2016;23:30 - 23:45;1458;1325
11.07.2016;23:45 - 00:00;1453;1267
12.07.2016;00:00 - 00:15;1304;1260
12.07.2016;00:15 - 00:30;1303;1256
12.07.2016;00:30 - 00:45;1303;1190
12.07.2016;00:45 - 01:00;1303;1224
12.07.2016;01:00 - 01:15;1298;1215
12.07.2016;01:15 - 01:30;1304;1238
12.07.2016;01:30 - 01:45;1310;1281
12.07.2016;01:45 - 02:00;1316;1319
12.07.2016;02:00 - 02:15;1319;1231
12.07.2016;02:15 - 02:30;1290;1206
12.07.2016;02:30 - 02:45;1260;1223
12.07.2016;02:45 - 03:00;1230;1225
12.07.2016;03:00 - 03:15;1200;1210
12.07.2016;03:15 - 03:30;1167;1240
12.07.2016;03:30 - 03:45;1136;1289
12.07.2016;03:45 - 04:00;1104;1330
12.07.2016;04:00 - 04:15;1096;1381
12.07.2016;04:15 - 04:30;1082;1364
12.07.2016;04:30 - 04:45;1067;1284
12.07.2016;04:45 - 05:00;1053;1212
12.07.2016;05:00 - 05:15;1037;1190
12.07.2016;05:15 - 05:30;1019;1132
12.07.2016;05:30 - 05:45;1002;1136
12.07.2016;05:45 - 06:00;983;1058
12.07.2016;06:00 - 06:15;964;1004
12.07.2016;06:15 - 06:30;940;937
12.07.2016;06:30 - 06:45;913;904
12.07.2016;06:45 - 07:00;884;822
12.07.2016;07:00 - 07:15;856;767
12.07.2016;07:15 - 07:30;838;743
12.07.2016;07:30 - 07:45;817;736
12.07.2016;07:45 - 08:00;795;706
12.07.2016;08:00 - 08:15;777;695
12.07.2016;08:15 - 08:30;773;621
12.07.2016;08:30 - 08:45;772;599
12.07.2016;08:45 - 09:00;772;581
12.07.2016;09:00 - 09:15;771;558
12.07.2016;09:15 - 09:30;767;594
12.07.2016;09:30 - 09:45;764;600
12.07.2016;09:45 - 10:00;760;642
12.07.2016;10:00 - 10:15;754;633
12.07.2016;10:15 - 10:30;756;645
12.07.2016;10:30 - 10:45;759;647
12.07.2016;10:45 - 11:00;764;667
12.07.2016;11:00 - 11:15;767;686
12.07.2016;11:15 - 11:30;776;777
12.07.2016;11:30 - 11:45;787;805
12.07.2016;11:45 - 12:00;797;851
12.07.2016;12:00 - 12:15;806;907
12.07.2016;12:15 - 12:30;817;870
12.07.2016;12:30 - 12:45;829;847
12.07.2016;12:45 - 13:00;841;877
12.07.2016;13:00 - 13:15;853;859
12.07.2016;13:15 - 13:30;866;823
12.07.2016;13:30 - 13:45;880;803
12.07.2016;13:45 - 14:00;894;801
12.07.2016;14:00 - 14:15;908;818
12.07.2016;14:15 - 14:30;918;860
12.07.2016;14:30 - 14:45;927;829
12.07.2016;14:45 - 15:00;936;774
12.07.2016;15:00 - 15:15;949;805
12.07.2016;15:15 - 15:30;951;775
12.07.2016;15:30 - 15:45;952;750
12.07.2016;15:45 - 16:00;954;700
12.07.2016;16:00 - 16:15;955;653
12.07.2016;16:15 - 16:30;958;633
12.07.2016;16:30 - 16:45;960;551
12.07.2016;16:45 - 17:00;959;540
12.07.2016;17:00 - 17:15;960;544
12.07.2016;17:15 - 17:30;935;577
12.07.2016;17:30 - 17:45;910;624
12.07.2016;17:45 - 18:00;889;682
12.07.2016;18:00 - 18:15;864;721
12.07.2016;18:15 - 18:30;834;715
12.07.2016;18:30 - 18:45;803;687
12.07.2016;18:45 - 19:00;772;649
12.07.2016;19:00 - 19:15;742;648
12.07.2016;19:15 - 19:30;699;577
12.07.2016;19:30 - 19:45;654;567
12.07.2016;19:45 - 20:00;611;500
12.07.2016;20:00 - 20:15;569;503
12.07.2016;20:15 - 20:30;550;640
12.07.2016;20:30 - 20:45;528;617
12.07.2016;20:45 - 21:00;508;534
12.07.2016;21:00 - 21:15;496;513
12.07.2016;21:15 - 21:30;483;502
12.07.2016;21:30 - 21:45;472;457
12.07.2016;21:45 - 22:00;460;448
12.07.2016;22:00 - 22:15;452;459
12.07.2016;22:15 - 22:30;436;477
12.07.2016;22:30 - 22:45;418;484
12.07.2016;22:45 - 23:00;402;492
12.07.2016;23:00 - 23:15;386;477
12.07.2016;23:15 - 23:30;380;447
12.07.2016;23:30 - 23:45;374;418
12.07.2016;23:45 - 00:00;371;388
13.07.2016;00:00 - 00:15;278;445
13.07.2016;00:15 - 00:30;280;432
13.07.2016;00:30 - 00:45;283;423
13.07.2016;00:45 - 01:00;286;392
13.07.2016;01:00 - 01:15;286;338
13.07.2016;01:15 - 01:30;290;264
13.07.2016;01:30 - 01:45;294;243
13.07.2016;01:45 - 02:00;298;243
13.07.2016;02:00 - 02:15;302;235
13.07.2016;02:15 - 02:30;315;227
13.07.2016;02:30 - 02:45;329;254
13.07.2016;02:45 - 03:00;341;287
13.07.2016;03:00 - 03:15;357;311
13.07.2016;03:15 - 03:30;368;314
13.07.2016;03:30 - 03:45;381;329
13.07.2016;03:45 - 04:00;394;351
13.07.2016;04:00 - 04:15;406;384
13.07.2016;04:15 - 04:30;403;380
13.07.2016;04:30 - 04:45;399;375
13.07.2016;04:45 - 05:00;395;380
13.07.2016;05:00 - 05:15;392;369
13.07.2016;05:15 - 05:30;377;395
13.07.2016;05:30 - 05:45;363;376
13.07.2016;05:45 - 06:00;351;396
13.07.2016;06:00 - 06:15;338;439
13.07.2016;06:15 - 06:30;326;434
13.07.2016;06:30 - 06:45;314;442
13.07.2016;06:45 - 07:00;301;430
13.07.2016;07:00 - 07:15;289;403
13.07.2016;07:15 - 07:30;281;364
13.07.2016;07:30 - 07:45;273;318
13.07.2016;07:45 - 08:00;265;288
13.07.2016;08:00 - 08:15;256;265
13.07.2016;08:15 - 08:30;267;278
13.07.2016;08:30 - 08:45;280;249
13.07.2016;08:45 - 09:00;293;225
13.07.2016;09:00 - 09:15;304;222
13.07.2016;09:15 - 09:30;319;234
13.07.2016;09:30 - 09:45;335;354
13.07.2016;09:45 - 10:00;352;379
13.07.2016;10:00 - 10:15;365;515
13.07.2016;10:15 - 10:30;380;484
13.07.2016;10:30 - 10:45;393;467
13.07.2016;10:45 - 11:00;408;448
13.07.2016;11:00 - 11:15;425;440
13.07.2016;11:15 - 11:30;447;445
13.07.2016;11:30 - 11:45;473;501
13.07.2016;11:45 - 12:00;500;545
13.07.2016;12:00 - 12:15;525;588
13.07.2016;12:15 - 12:30;541;646
13.07.2016;12:30 - 12:45;559;650
13.07.2016;12:45 - 13:00;576;648
13.07.2016;13:00 - 13:15;592;714
13.07.2016;13:15 - 13:30;610;677
13.07.2016;13:30 - 13:45;629;676
13.07.2016;13:45 - 14:00;648;716
13.07.2016;14:00 - 14:15;667;771
13.07.2016;14:15 - 14:30;687;738
13.07.2016;14:30 - 14:45;707;714
13.07.2016;14:45 - 15:00;728;795
13.07.2016;15:00 - 15:15;753;946
13.07.2016;15:15 - 15:30;765;909
13.07.2016;15:30 - 15:45;774;965
13.07.2016;15:45 - 16:00;784;1102
13.07.2016;16:00 - 16:15;795;1116
13.07.2016;16:15 - 16:30;811;1076
13.07.2016;16:30 - 16:45;827;999
13.07.2016;16:45 - 17:00;844;1033
13.07.2016;17:00 - 17:15;861;973
13.07.2016;17:15 - 17:30;868;898
13.07.2016;17:30 - 17:45;875;995
13.07.2016;17:45 - 18:00;884;1023
13.07.2016;18:00 - 18:15;892;1168
13.07.2016;18:15 - 18:30;902;1164
13.07.2016;18:30 - 18:45;913;1134
13.07.2016;18:45 - 19:00;924;1116
13.07.2016;19:00 - 19:15;936;1056
13.07.2016;19:15 - 19:30;941;1087
13.07.2016;19:30 - 19:45;947;1026
13.07.2016;19:45 - 20:00;952;962
13.07.2016;20:00 - 20:15;957;964
13.07.2016;20:15 - 20:30;945;934
13.07.2016;20:30 - 20:45;933;849
13.07.2016;20:45 - 21:00;921;927
13.07.2016;21:00 - 21:15;913;926
13.07.2016;21:15 - 21:30;906;955
13.07.2016;21:30 - 21:45;896;902
13.07.2016;21:45 - 22:00;887;880
13.07.2016;22:00 - 22:15;879;886
13.07.2016;22:15 - 22:30;880;944
13.07.2016;22:30 - 22:45;880;957
13.07.2016;22:45 - 23:00;881;992
13.07.2016;23:00 - 23:15;882;983
13.07.2016;23:15 - 23:30;896;930
13.07.2016;23:30 - 23:45;910;910
13.07.2016;23:45 - 00:00;923;969
14.07.2016;00:00 - 00:15;1243;1045
14.07.2016;00:15 - 00:30;1259;1100
14.07.2016;00:30 - 00:45;1275;1211
14.07.2016;00:45 - 01:00;1290;1309
14.07.2016;01:00 - 01:15;1297;1393
14.07.2016;01:15 - 01:30;1303;1412
14.07.2016;01:30 - 01:45;1309;1462
14.07.2016;01:45 - 02:00;1313;1454
14.07.2016;02:00 - 02:15;1317;1433
14.07.2016;02:15 - 02:30;1295;1416
14.07.2016;02:30 - 02:45;1276;1361
14.07.2016;02:45 - 03:00;1257;1330
14.07.2016;03:00 - 03:15;1271;1281
14.07.2016;03:15 - 03:30;1248;1216
14.07.2016;03:30 - 03:45;1223;1201
14.07.2016;03:45 - 04:00;1197;1196
14.07.2016;04:00 - 04:15;1172;1143
14.07.2016;04:15 - 04:30;1153;1117
14.07.2016;04:30 - 04:45;1134;1103
14.07.2016;04:45 - 05:00;1116;1071
14.07.2016;05:00 - 05:15;1098;1068
14.07.2016;05:15 - 05:30;1081;1103
14.07.2016;05:30 - 05:45;1062;1070
14.07.2016;05:45 - 06:00;1043;1111
14.07.2016;06:00 - 06:15;1024;1114
14.07.2016;06:15 - 06:30;998;1023
14.07.2016;06:30 - 06:45;972;965
14.07.2016;06:45 - 07:00;945;898
14.07.2016;07:00 - 07:15;919;826
14.07.2016;07:15 - 07:30;884;737
14.07.2016;07:30 - 07:45;848;669
14.07.2016;07:45 - 08:00;812;585
14.07.2016;08:00 - 08:15;775;506
14.07.2016;08:15 - 08:30;764;461
14.07.2016;08:30 - 08:45;754;445
14.07.2016;08:45 - 09:00;744;467
14.07.2016;09:00 - 09:15;731;484
14.07.2016;09:15 - 09:30;733;510
14.07.2016;09:30 - 09:45;736;527
14.07.2016;09:45 - 10:00;739;557
14.07.2016;10:00 - 10:15;742;608
14.07.2016;10:15 - 10:30;743;646
14.07.2016;10:30 - 10:45;745;664
14.07.2016;10:45 - 11:00;748;695
14.07.2016;11:00 - 11:15;751;729
14.07.2016;11:15 - 11:30;784;753
14.07.2016;11:30 - 11:45;821;774
14.07.2016;11:45 - 12:00;857;927
14.07.2016;12:00 - 12:15;890;942
14.07.2016;12:15 - 12:30;936;935
14.07.2016;12:30 - 12:45;982;998
14.07.2016;12:45 - 13:00;1029;932
14.07.2016;13:00 - 13:15;1075;927
14.07.2016;13:15 - 13:30;1123;951
14.07.2016;13:30 - 13:45;1177;945
14.07.2016;13:45 - 14:00;1231;1176
14.07.2016;14:00 - 14:15;1281;1151
14.07.2016;14:15 - 14:30;1329;1039
14.07.2016;14:30 - 14:45;1376;975
14.07.2016;14:45 - 15:00;1421;885
14.07.2016;15:00 - 15:15;1466;963
14.07.2016;15:15 - 15:30;1503;1158
14.07.2016;15:30 - 15:45;1543;1277
14.07.2016;15:45 - 16:00;1584;1394
14.07.2016;16:00 - 16:15;1621;1422
14.07.2016;16:15 - 16:30;1661;1521
14.07.2016;16:30 - 16:45;1701;1516
14.07.2016;16:45 - 17:00;1740;1632
14.07.2016;17:00 - 17:15;1780;1687
14.07.2016;17:15 - 17:30;1774;1665
14.07.2016;17:30 - 17:45;1768;1655
14.07.2016;17:45 - 18:00;1762;1558
14.07.2016;18:00 - 18:15;1754;1668
14.07.2016;18:15 - 18:30;1742;1648
14.07.2016;18:30 - 18:45;1728;1637
14.07.2016;18:45 - 19:00;1716;1783
14.07.2016;19:00 - 19:15;1706;1711
14.07.2016;19:15 - 19:30;1692;1631
14.07.2016;19:30 - 19:45;1677;1639
14.07.2016;19:45 - 20:00;1663;1538
14.07.2016;20:00 - 20:15;1649;1510
14.07.2016;20:15 - 20:30;1630;1559
14.07.2016;20:30 - 20:45;1608;1527
14.07.2016;20:45 - 21:00;1588;1527
14.07.2016;21:00 - 21:15;1571;1514
14.07.2016;21:15 - 21:30;1559;1567
14.07.2016;21:30 - 21:45;1546;1516
14.07.2016;21:45 - 22:00;1535;1535
14.07.2016;22:00 - 22:15;1524;1480
14.07.2016;22:15 - 22:30;1521;1459
14.07.2016;22:30 - 22:45;1517;1517
14.07.2016;22:45 - 23:00;1513;1563
14.07.2016;23:00 - 23:15;1510;1523
14.07.2016;23:15 - 23:30;1500;1551
14.07.2016;23:30 - 23:45;1491;1626
14.07.2016;23:45 - 00:00;1483;1611
15.07.2016;00:00 - 00:15;1291;1613
15.07.2016;00:15 - 00:30;1295;1620
15.07.2016;00:30 - 00:45;1299;1600
15.07.2016;00:45 - 01:00;1303;1593
15.07.2016;01:00 - 01:15;1300;1554
15.07.2016;01:15 - 01:30;1295;1531
15.07.2016;01:30 - 01:45;1290;1514
15.07.2016;01:45 - 02:00;1285;1514
15.07.2016;02:00 - 02:15;1281;1473
15.07.2016;02:15 - 02:30;1272;1508
15.07.2016;02:30 - 02:45;1262;1473
15.07.2016;02:45 - 03:00;1251;1446
15.07.2016;03:00 - 03:15;1251;1399
15.07.2016;03:15 - 03:30;1246;1338
15.07.2016;03:30 - 03:45;1243;1367
15.07.2016;03:45 - 04:00;1240;1392
15.07.2016;04:00 - 04:15;1236;1437
15.07.2016;04:15 - 04:30;1236;1438
15.07.2016;04:30 - 04:45;1236;1444
15.07.2016;04:45 - 05:00;1235;1453
15.07.2016;05:00 - 05:15;1235;1503
15.07.2016;05:15 - 05:30;1237;1472
15.07.2016;05:30 - 05:45;1237;1443
15.07.2016;05:45 - 06:00;1236;1354
15.07.2016;06:00 - 06:15;1234;1398
15.07.2016;06:15 - 06:30;1229;1352
15.07.2016;06:30 - 06:45;1222;1243
15.07.2016;06:45 - 07:00;1213;1262
15.07.2016;07:00 - 07:15;1199;1201
15.07.2016;07:15 - 07:30;1167;1092
15.07.2016;07:30 - 07:45;1135;1105
15.07.2016;07:45 - 08:00;1101;1019
15.07.2016;08:00 - 08:15;1067;938
15.07.2016;08:15 - 08:30;1073;911
15.07.2016;08:30 - 08:45;1080;944
15.07.2016;08:45 - 09:00;1087;925
15.07.2016;09:00 - 09:15;1095;907
15.07.2016;09:15 - 09:30;1095;871
15.07.2016;09:30 - 09:45;1094;881
15.07.2016;09:45 - 10:00;1093;873
15.07.2016;10:00 - 10:15;1093;832
15.07.2016;10:15 - 10:30;1079;836
15.07.2016;10:30 - 10:45;1066;796
15.07.2016;10:45 - 11:00;1052;808
15.07.2016;11:00 - 11:15;1039;796
15.07.2016;11:15 - 11:30;1029;790
15.07.2016;11:30 - 11:45;1019;872
15.07.2016;11:45 - 12:00;1009;874
15.07.2016;12:00 - 12:15;995;910
15.07.2016;12:15 - 12:30;1013;982
15.07.2016;12:30 - 12:45;1030;1009
15.07.2016;12:45 - 13:00;1047;1020
15.07.2016;13:00 - 13:15;1061;1034
15.07.2016;13:15 - 13:30;1071;1003
15.07.2016;13:30 - 13:45;1080;970
15.07.2016;13:45 - 14:00;1090;1028
15.07.2016;14:00 - 14:15;1089;1053
15.07.2016;14:15 - 14:30;1097;1005
15.07.2016;14:30 - 14:45;1106;961
15.07.2016;14:45 - 15:00;1114;946
15.07.2016;15:00 - 15:15;1133;894
15.07.2016;15:15 - 15:30;1144;833
15.07.2016;15:30 - 15:45;1153;806
15.07.2016;15:45 - 16:00;1163;776
15.07.2016;16:00 - 16:15;1170;765
15.07.2016;16:15 - 16:30;1157;802
15.07.2016;16:30 - 16:45;1143;787
15.07.2016;16:45 - 17:00;1129;764
15.07.2016;17:00 - 17:15;1112;717
15.07.2016;17:15 - 17:30;1064;721
15.07.2016;17:30 - 17:45;1015;699
15.07.2016;17:45 - 18:00;966;678
15.07.2016;18:00 - 18:15;923;653
15.07.2016;18:15 - 18:30;876;686
15.07.2016;18:30 - 18:45;829;589
15.07.2016;18:45 - 19:00;779;553
15.07.2016;19:00 - 19:15;731;546
15.07.2016;19:15 - 19:30;665;431
15.07.2016;19:30 - 19:45;597;381
15.07.2016;19:45 - 20:00;527;332
15.07.2016;20:00 - 20:15;458;290
15.07.2016;20:15 - 20:30;426;261
15.07.2016;20:30 - 20:45;395;252
15.07.2016;20:45 - 21:00;365;222
15.07.2016;21:00 - 21:15;340;217
15.07.2016;21:15 - 21:30;321;211
15.07.2016;21:30 - 21:45;302;224
15.07.2016;21:45 - 22:00;282;232
15.07.2016;22:00 - 22:15;263;231
15.07.2016;22:15 - 22:30;254;254
15.07.2016;22:30 - 22:45;244;288
15.07.2016;22:45 - 23:00;235;327
15.07.2016;23:00 - 23:15;225;338
15.07.2016;23:15 - 23:30;231;346
15.07.2016;23:30 - 23:45;238;344
15.07.2016;23:45 - 00:00;244;357
16.07.2016;00:00 - 00:15;327;370
16.07.2016;00:15 - 00:30;336;386
16.07.2016;00:30 - 00:45;343;378
16.07.2016;00:45 - 01:00;352;398
16.07.2016;01:00 - 01:15;356;391
16.07.2016;01:15 - 01:30;373;392
16.07.2016;01:30 - 01:45;391;404
16.07.2016;01:45 - 02:00;410;390
16.07.2016;02:00 - 02:15;428;379
16.07.2016;02:15 - 02:30;459;378
16.07.2016;02:30 - 02:45;491;409
16.07.2016;02:45 - 03:00;521;420
16.07.2016;03:00 - 03:15;554;442
16.07.2016;03:15 - 03:30;576;489
16.07.2016;03:30 - 03:45;598;548
16.07.2016;03:45 - 04:00;621;618
16.07.2016;04:00 - 04:15;643;636
16.07.2016;04:15 - 04:30;655;647
16.07.2016;04:30 - 04:45;666;645
16.07.2016;04:45 - 05:00;678;645
16.07.2016;05:00 - 05:15;689;643
16.07.2016;05:15 - 05:30;676;676
16.07.2016;05:30 - 05:45;663;698
16.07.2016;05:45 - 06:00;650;733
16.07.2016;06:00 - 06:15;635;752
16.07.2016;06:15 - 06:30;618;724
16.07.2016;06:30 - 06:45;601;685
16.07.2016;06:45 - 07:00;584;652
16.07.2016;07:00 - 07:15;582;617
16.07.2016;07:15 - 07:30;578;597
